150
30
3
1.466667	1.183333	0.733333	0.633333	0.416667	1.200000	1.066667	0.783333	1.266667	1.466667	1.250000	0.966667	0.183333	0.333333	0.183333	0.466667	0.516667	1.583333	0.483333	0.200000	0.766667	0.950000	1.400000	1.650000	0.483333	1.283333	0.566667	0.416667	0.266667	0.866667	1.200000	0.850000	0.366667	1.233333	0.500000	1.166667	1.266667	0.916667	0.900000	1.650000	0.750000	0.733333	0.166667	0.250000	1.166667	0.383333	0.400000	0.566667	0.516667	0.583333	1.583333	1.083333	0.433333	1.200000	0.583333	0.333333	1.400000	0.300000	0.833333	0.416667	0.200000	1.000000	1.216667	0.766667	1.316667	0.966667	0.583333	1.566667	0.183333	1.083333	1.016667	1.533333	0.383333	0.250000	1.033333	1.183333	0.550000	1.066667	1.416667	0.216667	1.383333	1.000000	0.866667	0.833333	1.466667	0.333333	0.533333	0.783333	1.450000	0.916667	0.200000	0.933333	0.700000	0.383333	0.550000	0.283333	0.650000	1.033333	1.300000	0.833333	0.500000	0.350000	0.700000	0.416667	0.383333	0.633333	0.216667	0.783333	0.366667	1.133333	0.800000	0.533333	0.933333	0.900000	0.600000	0.266667	0.666667	0.900000	1.150000	0.433333	0.300000	1.216667	0.616667	0.783333	0.900000	1.633333	0.366667	0.800000	0.516667	0.333333	1.416667	0.666667	0.600000	1.066667	0.166667	1.516667	0.283333	0.383333	0.550000	0.633333	0.600000	1.550000	1.066667	0.933333	0.400000	0.283333	0.300000	0.583333	0.233333	1.366667	
0.520216	1.775704	0.150000	0.965660	2.321234	1.583706	1.451293	0.790569	1.513481	1.211662	1.575793	2.149564	0.906228	1.152443	0.651920	1.451293	1.191900	1.632674	0.514782	0.175000	0.625000	0.790569	0.809707	0.395285	1.590794	0.825379	1.258223	1.867150	1.330883	1.913929	
0.946375	0.848896	1.449569	1.027740	1.164313	1.004054	1.700000	0.601041	0.811249	1.079641	0.760345	0.795692	0.873212	1.557442	1.275245	0.380789	0.427931	1.326885	1.825171	1.221935	1.613420	1.675187	1.113833	1.480709	0.230489	0.721110	0.950329	1.123610	1.303840	0.546008	
0.276134	1.414214	0.600521	1.185591	1.984943	1.710629	1.020110	0.625000	1.133578	1.421267	1.628650	1.917355	0.512957	0.728869	0.213600	1.173936	1.176860	1.188486	0.941077	0.474342	1.060660	0.515388	0.364005	0.279508	1.394633	0.905884	0.840387	1.463087	0.880696	1.755349	
0.125000	1.331587	0.601041	1.061249	1.891593	1.566246	1.096586	0.475657	1.060955	1.291559	1.478386	1.789728	0.447214	0.818917	0.318198	1.054751	1.025000	1.184536	0.972754	0.425000	1.025000	0.664267	0.378319	0.412311	1.257229	0.763217	0.798827	1.408900	0.901388	1.613420	
0.254951	1.084551	0.832541	0.896172	1.605070	1.280625	1.258223	0.103078	0.855132	1.089151	1.151629	1.432655	0.391312	1.030776	0.625000	0.725000	0.682825	1.147279	1.222957	0.605186	1.138530	1.015197	0.535023	0.789383	0.886707	0.527376	0.707107	1.231107	0.950329	1.236932	
0.250000	1.061249	0.877852	1.187697	1.629801	1.600781	0.945053	0.416083	0.785016	1.395081	1.466714	1.581139	0.167705	0.710634	0.350892	0.831039	0.995615	0.925338	1.252248	0.686477	1.281113	0.750417	0.215058	0.630971	1.082243	0.835539	0.522015	1.129436	0.673146	1.453444	
1.513481	1.525000	1.934231	2.489227	2.000156	2.881514	0.360555	1.700368	1.320275	2.700116	2.711665	2.340539	1.237942	0.640800	1.155963	1.721918	2.246803	0.809707	2.186607	1.843400	2.414151	1.075291	1.102554	1.422146	2.068363	2.140093	1.076162	1.300961	0.721110	2.419323	
1.159741	0.972754	1.621149	1.076162	1.177391	0.905539	1.923051	0.809707	0.990581	1.075291	0.637377	0.694622	1.103687	1.786757	1.501874	0.548293	0.465027	1.521923	1.985101	1.398660	1.733854	1.901480	1.343968	1.693554	0.237171	0.832541	1.166190	1.265158	1.522539	0.360555	
1.629801	0.917878	2.157110	1.636498	0.807775	1.353237	2.142574	1.297353	1.092016	1.610124	1.079352	0.176777	1.460522	2.078762	1.907387	0.750417	1.030776	1.615549	2.531427	1.929378	2.298369	2.301766	1.711724	2.158269	0.492443	1.396648	1.386092	1.206493	1.730787	0.237171	
0.485412	0.817389	1.101136	1.068878	1.335337	1.331587	1.215010	0.254951	0.604669	1.226020	1.152443	1.198176	0.348210	1.040733	0.751665	0.465027	0.689656	0.975000	1.491643	0.875000	1.402007	1.151086	0.583631	0.998123	0.682367	0.686477	0.536773	0.982980	0.849264	1.052675	
