200
30
3
1.033333	1.366667	1.650000	0.266667	0.766667	1.350000	0.583333	0.400000	0.783333	0.350000	0.650000	0.316667	0.716667	0.566667	0.600000	0.433333	0.783333	0.466667	0.333333	1.466667	1.083333	1.150000	0.883333	0.916667	0.500000	1.583333	0.483333	1.300000	0.216667	1.616667	1.500000	0.433333	0.266667	1.516667	0.583333	1.600000	0.850000	0.533333	0.566667	0.266667	0.900000	0.400000	0.516667	0.316667	1.316667	0.450000	1.566667	0.400000	0.866667	1.050000	1.183333	0.183333	0.216667	0.383333	1.583333	1.600000	0.483333	0.600000	1.300000	0.916667	0.616667	0.316667	0.533333	0.933333	0.700000	0.733333	1.350000	1.633333	0.966667	0.983333	0.850000	0.183333	1.033333	1.333333	0.733333	0.916667	0.283333	0.633333	0.966667	1.533333	1.383333	0.916667	0.550000	0.183333	0.933333	1.566667	0.866667	0.483333	0.750000	1.150000	0.683333	0.666667	1.516667	0.283333	0.750000	0.900000	0.833333	1.533333	0.216667	1.333333	1.200000	0.166667	1.383333	1.350000	0.933333	1.400000	1.366667	1.033333	0.333333	0.450000	0.266667	1.550000	0.400000	1.000000	0.566667	0.233333	0.616667	1.216667	0.416667	0.333333	1.183333	0.733333	0.733333	0.300000	0.250000	1.350000	0.683333	0.333333	0.300000	0.900000	1.400000	0.483333	0.450000	0.816667	0.200000	0.266667	0.850000	0.483333	1.016667	0.450000	0.750000	0.433333	0.850000	1.550000	1.316667	0.433333	0.800000	0.533333	0.783333	1.266667	0.633333	0.466667	0.633333	0.533333	1.116667	0.266667	0.850000	0.516667	1.466667	0.666667	1.333333	0.650000	1.400000	0.266667	1.250000	1.100000	0.400000	1.566667	1.283333	0.516667	0.166667	0.316667	1.250000	0.450000	1.200000	1.166667	0.300000	1.083333	1.116667	0.416667	1.116667	0.700000	1.600000	1.033333	1.650000	0.983333	0.850000	0.866667	0.383333	0.483333	0.466667	0.583333	0.816667	0.850000	1.200000	0.883333	0.366667	0.850000	1.466667	1.066667	
2.026234	2.080415	1.443087	0.785016	1.952242	0.887764	0.604669	2.198010	1.419947	1.848141	2.503123	1.117195	1.220912	1.521923	1.650757	2.352791	0.125000	2.478155	1.220912	0.357946	1.726630	1.166190	1.858259	0.529741	0.395285	2.215993	1.138530	1.917355	1.765113	1.053862	
0.413824	0.982980	0.548293	0.850368	0.561805	0.933408	1.614001	1.722099	0.590021	0.579871	1.480709	0.965013	0.431567	1.007782	2.248472	1.575198	1.726630	1.231107	1.750000	1.772005	0.125000	1.331587	1.128051	1.589025	1.250250	0.850000	0.596343	1.857586	1.365650	0.851469	
1.261200	0.577170	1.662077	1.249500	1.779396	0.939747	1.325000	0.525595	0.679154	0.761988	0.784618	0.673146	1.075000	0.285044	1.298075	0.583631	1.786232	0.925338	0.980115	2.085216	1.332760	0.670820	0.182003	2.071382	1.435705	0.916856	1.476906	0.671751	0.160078	1.714825	
1.559247	1.700368	0.989002	0.325000	1.485976	0.548862	0.721110	1.973100	1.015197	1.423464	2.159282	0.816241	0.759111	1.213724	1.731509	2.059430	0.579871	2.085216	1.225765	0.651920	1.252248	1.007782	1.540292	0.583095	0.160078	1.792345	0.673146	1.792519	1.523155	0.640312	
0.715891	0.412311	1.566246	1.643358	1.368622	1.504161	2.118077	1.222957	0.962094	0.540833	0.617454	1.334166	1.241974	1.025000	2.287056	0.890225	2.442335	0.251247	1.932938	2.615578	1.040733	1.550202	0.807001	2.495245	1.990132	0.176777	1.578171	1.610318	1.138530	1.846957	
1.879495	2.202272	1.073837	0.818917	1.594718	1.123610	1.206752	2.554530	1.515132	1.874166	2.685377	1.392839	1.167262	1.777815	2.260669	2.617728	0.790569	2.563811	1.779396	0.480885	1.520896	1.594718	2.093144	0.190394	0.700446	2.231871	0.872138	2.379732	2.103865	0.649038	
0.763217	0.565685	1.076162	0.831039	1.197132	0.650000	1.281113	1.107079	0.125000	0.350000	1.047020	0.500000	0.522015	0.375000	1.677982	1.030776	1.589025	0.950329	1.221167	1.785007	0.750417	0.798827	0.525595	1.697425	1.144825	0.697316	0.927699	1.221935	0.728869	1.185854	
1.227294	0.785016	1.415318	0.897566	1.630376	0.571183	0.984886	0.862047	0.480234	0.775403	1.123610	0.302076	0.807001	0.152069	1.213724	0.957209	1.418185	1.182423	0.776209	1.710263	1.190851	0.375000	0.471699	1.700000	1.060955	1.054751	1.184536	0.814325	0.412311	1.400000	
1.776584	1.688564	1.393960	0.614919	1.848141	0.530330	0.250000	1.740869	1.073837	1.510381	2.080865	0.704450	0.990581	1.095730	1.279893	1.909516	0.459619	2.091799	0.800000	0.807775	1.534805	0.707549	1.430035	0.901388	0.313249	1.868154	1.068000	1.463087	1.312440	1.096586	
1.746425	1.504161	1.538059	0.765261	1.934716	0.514782	0.257391	1.437228	0.980115	1.400000	1.845603	0.550000	1.029563	0.877852	0.989002	1.640122	0.763217	1.906076	0.480885	1.138530	1.566246	0.406971	1.196349	1.231361	0.604669	1.733854	1.220912	1.132751	1.027740	1.311964	
