50
20
3
0.416667	0.433333	1.366667	0.316667	0.183333	0.366667	0.300000	0.583333	0.866667	1.333333	1.266667	0.650000	0.883333	0.183333	1.566667	0.283333	0.566667	0.750000	0.600000	0.866667	0.466667	0.750000	0.766667	1.233333	0.366667	1.133333	0.300000	0.350000	1.083333	0.366667	0.516667	0.633333	0.933333	0.533333	0.216667	0.416667	0.633333	0.316667	0.416667	0.500000	0.316667	0.466667	1.366667	1.000000	0.200000	0.700000	0.916667	0.633333	0.850000	0.566667	
1.110462	1.556037	0.680074	0.973717	0.825000	1.456451	1.637834	1.028652	0.883883	0.145774	0.696419	0.406971	0.919918	1.380444	0.594243	1.949679	0.863134	1.700000	0.707990	1.283793	
1.834394	2.139655	2.585174	0.961769	2.500000	2.425515	0.340037	2.919118	2.596753	1.858259	2.212041	1.755349	2.046491	0.701783	1.691892	0.375000	1.475847	1.975000	2.142574	1.353699	
1.700368	0.925000	0.976281	0.990581	1.412887	0.831039	1.750893	1.166190	0.695072	0.770146	1.330648	0.291548	1.550202	1.263428	1.168867	1.848141	1.367708	2.270050	0.213600	0.866747	
1.348379	2.263846	0.459619	1.858259	0.375000	2.026080	2.440543	0.665676	1.073546	0.901388	0.649038	1.261200	1.011187	2.276648	1.102554	2.830636	1.398660	1.875167	1.308625	2.164630	
1.578765	1.352082	1.825000	0.250000	1.913766	1.582127	0.760345	2.123970	1.745888	1.173936	1.673507	0.925338	1.650189	0.212132	1.204159	0.800391	1.142639	1.968026	1.276959	0.583095	
2.782198	0.269258	1.952242	1.722099	2.507613	0.403113	2.373025	1.975633	1.400000	1.886796	2.448724	1.380444	2.662705	1.722099	2.256795	2.150581	2.404423	3.323590	1.106797	1.055047	
1.085415	1.460308	1.065950	0.585769	1.133854	1.470544	1.263428	1.402007	1.159741	0.380789	0.925338	0.371652	1.012423	0.999062	0.570636	1.562050	0.715017	1.629801	0.824621	1.007782	
1.645068	2.093591	2.420873	0.822344	2.315437	2.353322	0.152069	2.761340	2.460818	1.686898	2.025617	1.615549	1.856239	0.637377	1.505407	0.498121	1.285739	1.801562	2.019437	1.304320	
1.733854	1.426753	2.039148	0.443001	2.121615	1.700184	0.693271	2.334524	1.942453	1.386768	1.875000	1.133578	1.831154	0.035355	1.393287	0.596343	1.302162	2.080415	1.464795	0.637377	
0.901388	2.411561	0.805062	1.691892	0.111803	2.247360	2.160006	1.109617	1.396648	0.800391	0.270416	1.286954	0.561805	2.118962	0.790569	2.627380	1.043132	1.402007	1.487658	2.150581	
1.910497	0.721543	1.129436	1.100000	1.614001	0.620987	1.854218	1.267379	0.735272	0.985203	1.542927	0.496236	1.765113	1.312440	1.379311	1.880990	1.567043	2.475505	0.261008	0.813941	
1.502082	1.241219	1.616516	0.215058	1.741049	1.426753	0.925000	1.910497	1.532359	0.989002	1.516781	0.710634	1.532359	0.425735	1.077613	1.015197	1.068000	1.942453	1.068000	0.535023	
1.802256	0.919239	1.666208	0.550568	1.913276	1.151086	1.196349	1.910007	1.453444	1.154340	1.725181	0.738664	1.795132	0.577170	1.340009	1.123610	1.375227	2.267432	0.960469	0.213600	
0.565685	1.985101	1.122776	0.905539	0.851469	1.966119	1.331587	1.500417	1.456237	0.436606	0.561805	0.849264	0.505594	1.323820	0.050000	1.802256	0.301040	1.137157	1.256234	1.504161	
1.628074	1.900658	0.145774	1.787631	0.760345	1.619413	2.461961	0.251247	0.632456	0.894427	0.941409	1.060955	1.315295	2.176149	1.250250	2.757716	1.559247	2.199148	0.961769	1.934716	
1.249500	2.163475	2.169245	0.735697	1.980215	2.359158	0.251247	2.528339	2.299592	1.420607	1.681703	1.463728	1.479231	0.778621	1.166726	0.880696	0.915492	1.405569	1.904107	1.398660	
2.025617	0.828402	1.011187	1.355775	1.587648	0.571183	2.114829	1.073837	0.506211	1.065950	1.570032	0.656220	1.838818	1.589222	1.497707	2.160150	1.721918	2.607681	0.215058	1.085415	
1.237437	1.913929	1.976898	0.480885	1.855061	2.104311	0.340037	2.326478	2.067758	1.235162	1.567043	1.225765	1.416201	0.575543	1.047020	0.838525	0.845946	1.497707	1.659254	1.158123	
1.752855	1.693554	2.245134	0.602080	2.258871	1.975633	0.477624	2.557587	2.192744	1.555032	1.992643	1.366108	1.898190	0.254951	1.486607	0.375000	1.340009	2.025617	1.723550	0.905539	
0.625500	2.236767	0.897566	1.364276	0.395285	2.130288	1.805028	1.258968	1.402007	0.561805	0.090139	1.077033	0.309233	1.789204	0.437321	2.282132	0.691466	1.191900	1.370447	1.883149	
0.336341	2.881406	1.776584	1.636498	1.175000	2.865746	1.690044	2.133219	2.259425	1.290349	0.941409	1.750179	0.570088	1.985730	0.866386	2.302173	0.749166	0.325960	2.140093	2.336798	
2.366036	0.180278	1.675187	1.297353	2.164630	0.427200	1.971357	1.770770	1.202082	1.498332	2.075151	0.983933	2.263846	1.333464	1.845434	1.811077	1.980215	2.899353	0.800000	0.675000	
1.350926	1.962938	0.195256	1.632483	0.500000	1.731509	2.265088	0.530330	0.805062	0.691466	0.661910	0.980434	1.035917	2.040221	0.996243	2.608759	1.305038	1.919798	1.007782	1.882153	
1.068878	2.261775	0.585769	1.677051	0.111803	2.071382	2.211476	0.886707	1.187697	0.735272	0.371652	1.175266	0.731864	2.102380	0.851469	2.636878	1.137157	1.600195	1.320275	2.065188	
1.455378	1.879162	0.070711	1.644118	0.625000	1.631334	2.302173	0.425000	0.686477	0.728869	0.776209	0.950329	1.147279	2.042211	1.073837	2.618444	1.382932	2.030394	0.925338	1.843400	
1.755349	1.279893	1.945026	0.425735	2.071533	1.550202	0.831039	2.227667	1.816762	1.323112	1.838648	1.025914	1.825000	0.176777	1.377044	0.726722	1.319327	2.137317	1.333464	0.491172	
1.415318	1.249500	0.738241	0.973717	1.093446	1.136332	1.708801	1.007782	0.686477	0.459619	1.006231	0.195256	1.239456	1.328768	0.887764	1.917355	1.123610	1.998124	0.395285	1.083109	
0.400000	2.245134	1.516781	0.948683	1.151086	2.281584	1.119431	1.895059	1.849493	0.831039	0.845946	1.175266	0.596343	1.308625	0.403113	1.681703	0.103078	0.832541	1.611870	1.656050	
1.299279	1.510381	1.665083	0.055902	1.677982	1.679658	0.715891	1.990760	1.676678	0.965013	1.423025	0.831039	1.377044	0.436606	0.937083	0.965013	0.863134	1.700000	1.245492	0.795692	
1.401116	1.640503	0.250000	1.399330	0.742041	1.425219	2.083867	0.581485	0.575543	0.539676	0.790569	0.682367	1.129712	1.787631	0.950329	2.368808	1.251000	1.992486	0.686477	1.574206	
1.950000	1.270089	0.648556	1.597655	1.312440	0.952956	2.349069	0.629484	0.055902	1.006541	1.375000	0.807001	1.702388	1.903943	1.456022	2.491109	1.730787	2.544234	0.442295	1.486607	
1.372953	1.937298	2.107872	0.552268	2.000000	2.153631	0.213600	2.452805	2.174425	1.370447	1.712637	1.329003	1.559848	0.531507	1.192686	0.704006	0.989002	1.603317	1.750893	1.162970	
1.627882	1.336273	1.862961	0.300000	1.960867	1.578171	0.770146	2.157835	1.770770	1.218862	1.722099	0.957209	1.700184	0.180278	1.253994	0.770146	1.191900	2.013237	1.297353	0.559017	
2.129114	1.001249	2.090753	0.798827	2.330370	1.346291	1.200521	2.322848	1.839837	1.570032	2.128673	1.165386	2.164486	0.550568	1.708984	0.900000	1.693000	2.537962	1.345362	0.301040	
1.600195	1.975158	0.180278	1.820886	0.705780	1.697425	2.482438	0.292617	0.711512	0.908983	0.905539	1.110462	1.281113	2.215429	1.243232	2.793967	1.552417	2.164486	1.032594	1.992643	
2.173850	0.491172	1.746425	0.985203	2.130288	0.794512	1.614001	1.913929	1.380670	1.402230	1.990603	0.903120	2.121615	0.965984	1.677982	1.435705	1.761391	2.670674	0.906228	0.301040	
1.526434	1.231107	0.656220	1.118034	1.106797	1.068000	1.858259	0.886707	0.534439	0.561805	1.060955	0.325960	1.326885	1.460308	1.006231	2.050152	1.257229	2.114976	0.305164	1.162970	
1.165386	1.382932	1.131923	0.512957	1.231107	1.415097	1.221167	1.456237	1.176860	0.474342	1.025305	0.350892	1.106797	0.915492	0.660019	1.486607	0.778621	1.697425	0.806226	0.908639	
1.480709	1.954002	2.205816	0.618466	2.110095	2.189321	0.152069	2.546812	2.253470	1.472455	1.823630	1.407569	1.671264	0.514782	1.303840	0.600521	1.100284	1.693554	1.819512	1.170470	
2.137756	1.977530	2.704741	1.063015	2.710166	2.309897	0.676849	3.012682	2.628807	2.015099	2.437340	1.815558	2.316382	0.680074	1.924188	0.090139	1.748035	2.329834	2.148982	1.225765	
0.617454	1.976898	0.986471	1.000625	0.715017	1.926947	1.469906	1.364734	1.353006	0.347311	0.436606	0.820061	0.469707	1.425219	0.127475	1.923051	0.436606	1.207528	1.195042	1.549597	
1.384061	2.166218	2.272939	0.775000	2.105499	2.383799	0.127475	2.627380	2.376973	1.526434	1.808660	1.534805	1.612452	0.742041	1.291559	0.764853	1.047020	1.526843	1.965960	1.388569	
0.403113	2.147819	1.311726	0.955249	0.960469	2.151308	1.256234	1.690044	1.662265	0.642748	0.656220	1.035012	0.467039	1.350926	0.200000	1.779220	0.125000	0.945053	1.454519	1.615549	
0.601041	2.081015	0.925000	1.158123	0.566789	2.003902	1.616516	1.300961	1.355775	0.410030	0.279508	0.917878	0.371652	1.583114	0.247487	2.079814	0.536773	1.193995	1.255239	1.690044	
1.353006	1.648105	0.282843	1.362213	0.716327	1.444386	2.040833	0.626997	0.617454	0.491172	0.750000	0.660019	1.084551	1.754459	0.900347	2.333720	1.201041	1.944865	0.697316	1.557442	
1.756417	1.743022	2.281036	0.636396	2.282542	2.025617	0.442295	2.596392	2.236767	1.585284	2.013237	1.407569	1.910007	0.304138	1.504161	0.347311	1.348379	2.015099	1.769357	0.955249	
0.355317	2.563811	1.775704	1.219119	1.313868	2.607321	1.212693	2.152324	2.153050	1.133854	1.020110	1.500833	0.682367	1.535008	0.686477	1.825685	0.425000	0.527376	1.934716	1.948397	
2.362864	0.403113	1.902958	1.152443	2.310979	0.782624	1.741049	2.048322	1.498332	1.589025	2.177441	1.085415	2.311926	1.083109	1.868321	1.500000	1.948397	2.855039	1.044031	0.425000	
0.789383	2.294014	0.794512	1.525819	0.201556	2.152324	1.995307	1.133854	1.350926	0.651920	0.106066	1.152443	0.452769	1.952722	0.625000	2.459675	0.886707	1.327121	1.389244	2.000156	
0.726722	1.987775	1.550806	0.626997	1.326885	2.069118	0.860233	1.921100	1.775176	0.807001	1.030776	1.006541	0.869626	0.980115	0.512957	1.377044	0.304138	1.123610	1.461592	1.352082	
4	10	16	
4	10	16	
4	10	16	
4	10	16	
4	10	16	
4	10	16	
4	10	16	
4	10	16	
4	10	16	
4	10	16	
4	10	16	
4	10	16	
4	10	16	
4	10	16	
4	10	16	
4	10	16	
4	10	16	
4	10	16	
4	10	16	
4	10	16	
5	9	13	
5	9	13	
5	9	13	
5	9	13	
5	9	13	
5	9	13	
5	9	13	
5	9	13	
5	9	13	
5	9	13	
5	9	13	
5	9	13	
5	9	13	
5	9	13	
5	9	13	
5	9	13	
5	9	13	
5	9	13	
5	9	13	
5	9	13	
1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	
1.000000	1.000000	1.000000	
0.500000
100
